,AAA,ZZZi,A El,s,Mass #,dMass #,Exc #,dE #,Orig,Isom.Unc,Isom.Inv,T #,unit T,dT,Jpi */#/T=,Ensdf year,Discovery,BR,T in s
3168,52,634,152Eu,,72798.7     ,  1.2     ,  89.8496  ,  0.0004  , ,,,384     ,ns,10     ,4+            ,13,1970,IT=100,1.2168225720587117e-14
3169,52,635,152Eu,,72740.6     ,  1.2     , 147.86    ,  0.10    , ,,, 95.8   , m,0.4    ,8-            ,13,1963,IT=100,0.0001821431287550384
3170,52,640,152Gd,,74707.3     ,  1.0     ,           ,          , ,,,108     ,Ty,8      ,0+            ,13,1938,IS=0.20 3;A=100;2B+ ?,unknown
3171,52,650,152Tb,,70720       , 40       ,           ,          , ,,, 17.5   , h,0.1    ,2-*           ,13,1959,B+=100;A ?,0.001996349532283824
3172,52,651,152Tb,,70380       , 40       , 342.15    ,  0.16    , ,,,960     ,ns,10     ,5-            ,13,1972,IT=100,3.042056430146779e-14
3173,52,652,152Tb,,70220       , 40       , 501.74    ,  0.19    , ,,,  4.2   , m,0.1    ,8+            ,13,1971,IT=78.9 6;B+=21.1 6,7.985398129135295e-06
3174,52,660,152Dy,,70118       ,  5       ,           ,          , ,,,  2.38  , h,0.02   ,0+            ,13,1958,EC=99.900 7;A=0.100 7,0.00027150353639060005
3175,52,670,152Ho,,63605       , 13       ,           ,          , ,,,161.8   , s,0.3    ,2-*           ,13,1963,B+=88 3;A=12 3,5.127132608309884e-06
3176,52,671,152Ho,,63445       , 13       , 160       ,  3       ,D,,, 49.8   , s,0.2    ,9+*           ,13,1963,B+=89.2 17;A=10.8 17,1.5780667731386415e-06
3177,52,672,152Ho,,60585       , 13       ,3019.59    ,  0.19    , ,,,  8.4   ,us,0.3    ,19-           ,13,1997,IT=100,2.661799376378432e-13
3178,52,680,152Er,,60500       ,  9       ,           ,          , ,,, 10.3   , s,0.1    ,0+            ,13,1963,A=90 4;B+=10 4,3.263873044844982e-07
3179,52,690,152Tm,,51720       , 50       ,           ,          , ,,,  8.0   , s,1.0    ,(2)-          ,13,1980,B+=100,2.535047025122316e-07
3180,52,691,152Tm,,51820       ,240       ,-100       ,250       , ,,,  5.2   , s,0.6    ,(9)+          ,13,1980,B+=100,1.6477805663295054e-07
3181,52,692,152Tm,,49270       ,250       ,2455       ,250       , ,,,301     ,ns,7      ,(17+)         ,13,1986,IT=100,9.538114432022713e-15
3182,52,700,152Yb,,46270       ,150       ,           ,          , ,,,  3.03  , s,0.06   ,0+            ,13,1982,B+=100,9.60149060765077e-08
3183,52,701,152Yb,,43530       ,150       ,2744.5     ,  1.0     , ,,, 30     ,us,1      ,(10+)         ,13,1995,IT=100,9.506426344208684e-13
3184,52,710,152Lu,,33420#      ,200#      ,           ,          , ,,,650     ,ms,70     ,"(4-,5-,6-)    ",13,1987,B+=100;B+p=15 7,2.0597257079118815e-08
3185,53,560,153Ba,,36470#      ,400#      ,           ,          , ,,,113     ,ms,39     ,5/2-#         ,20,2016,B-=100;B-n ?;B-2n ?,3.580753922985271e-09
3186,53,570,153La,,46060#      ,300#      ,           ,          , ,,,245     ,ms,18     ,1/2+#         ,20,1994,B-=100;B-n ?;B-2n ?,7.763581514437092e-09
3187,53,580,153Ce,,54910#      ,200#      ,           ,          , ,,,865     ,ms,25     ,3/2-#         ,20,1994,B-=100;B-n ?,2.741019595913504e-08
3188,53,590,153Pr,,61568       , 12       ,           ,          , ,,,  4.28  , s,0.11   ,3/2-#         ,20,1987,B-=100;B-n ?,1.356250158440439e-07
3189,53,600,153Nd,,67330.4     ,  2.7     ,           ,          , ,,, 31.6   , s,1.0    ,(3/2)-        ,20,1987,B-=100,1.0013435749233148e-06
3190,53,601,153Nd,,67138.7     ,  2.7     , 191.71    ,  0.16    , ,,,  1.10  ,us,0.04   ,(5/2)+        ,20,1996,IT=100,3.4856896595431845e-14
3191,53,610,153Pm,,70648       ,  9       ,           ,          , ,,,  5.25  , m,0.02   ,5/2-          ,20,1962,B-=100,9.98174766141912e-06
3192,53,620,153Sm,,72560.1     ,  1.0     ,           ,          , ,,, 46.2846, h,0.0023 ,3/2+*         ,20,1938,B-=100,0.005280013689253935
3193,53,621,153Sm,,72461.7     ,  1.0     ,  98.39    ,  0.10    , ,,, 10.6   ,ms,0.3    ,11/2-         ,20,1971,IT=100,3.3589373082870685e-10
3194,53,630,153Eu,,73367.5     ,  1.2     ,           ,          , ,,,stbl    ,  ,>550Py ,5/2+*         ,20,1933,IS=52.19 6,unknown
3195,53,631,153Eu,,71596.5     ,  1.3     ,1771.0     ,  0.4     , ,,,475     ,ns,10     ,19/2-         ,20,2000,IT=100,1.5051841711663753e-14
3196,53,640,153Gd,,72882.9     ,  1.0     ,           ,          , ,,,240.6   , d,0.7    ,3/2-*         ,20,1947,EC=100,0.6587268993839835
3197,53,641,153Gd,,72787.7     ,  1.0     ,  95.1737  ,  0.0008  , ,,,  3.5   ,us,0.4    ,9/2+          ,20,1979,IT=100,1.1090830734910133e-13
3198,53,642,153Gd,,72711.7     ,  1.0     , 171.188   ,  0.004   , ,,, 76.0   ,us,1.4    ,(11/2-)       ,20,1967,IT=100,2.4082946738662002e-12
3199,53,650,153Tb,,71314       ,  4       ,           ,          , ,,,  2.34  , d,0.01   ,5/2+*         ,20,1957,B+=100,0.006406570841889117
3200,53,651,153Tb,,71151       ,  4       , 163.175   ,  0.005   , ,,,186     ,us,4      ,11/2-         ,20,1965,IT=100,5.893984333409385e-12
3201,53,660,153Dy,,69143       ,  4       ,           ,          , ,,,  6.4   , h,0.1    ,7/2-*         ,20,1958,B+=99.9906 14;A=0.0094 14,0.000730093543235227
3202,53,670,153Ho,,65012       ,  5       ,           ,          , ,,,  2.01  , m,0.03   ,11/2-*        ,20,1963,B+=99.949 25;A=0.051 25,3.821583390371891e-06
3203,53,671,153Ho,,64943       ,  5       ,  68.7     ,  0.3     , ,,,  9.3   , m,0.5    ,1/2+*         ,20,1963,B+=99.82 8;A=0.18 8,1.7681953000228156e-05
3204,53,672,153Ho,,62240       ,  5       ,2772.3     ,  1.4     , ,,,229     ,ns,2      ,31/2+         ,20,1980,IT=100,7.256572109412629e-15
3205,53,680,153Er,,60467       ,  9       ,           ,          , ,,, 37.1   , s,0.2    ,7/2-*         ,20,1963,A=53 3;B+=47 3,1.175628057900474e-06
3206,53,681,153Er,,57669       ,  9       ,2798.2     ,  1.0     , ,,,373     ,ns,9      ,(27/2-)       ,20,1979,IT=100,1.1819656754632798e-14
3207,53,682,153Er,,55219       ,  9       ,5248.1     ,  1.0     , ,,,248     ,ns,32     ,(41/2-)       ,20,1979,IT=100,7.858645777879179e-15
3208,53,690,153Tm,,53973       , 12       ,           ,          , ,,,  1.48  , s,0.01   ,(11/2-)       ,20,1964,A=91 3;B+=9 3,4.689836996476284e-08
3209,53,691,153Tm,,53930       , 12       ,  43.2     ,  0.2     , ,,,  2.5   , s,0.2    ,(1/2+)        ,20,1988,A=92 3;B+=8 3,7.922021953507237e-08
3210,53,700,153Yb,,47160#      ,200#      ,           ,          , ,,,  4.2   , s,0.2    ,7/2-          ,20,1977,B+=?;A ?;B+p=0.008 2,1.330899688189216e-07
3211,53,701,153Yb,,44530#      ,210#      ,2630#      , 50#      , ,,, 15     ,us,1      ,27/2-         ,20,1989,IT=100,4.753213172104342e-13
3212,53,710,153Lu,,38380       ,150       ,           ,          , ,,,900     ,ms,200    ,11/2-         ,20,1989,A=?;B+ ?;p=0,2.8519279032626053e-08
3213,53,711,153Lu,,38300       ,150       ,  80       ,  5       ,T,,,  1#    , s,       ,1/2+          ,20,1997,A ?;B+ ?;IT ?;p=0,3.168808781402895e-08
3214,53,712,153Lu,,35880       ,150       ,2502.5     ,  0.4     , ,,,100     ,ns,       ,23/2-         ,20,1993,IT=100,3.168808781402895e-15
3215,53,713,153Lu,,35750       ,150       ,2632.9     ,  0.5     , ,,, 15     ,us,3      ,27/2-         ,20,1993,IT=100,4.753213172104342e-13
3216,53,720,153Hf,,27300#      ,300#      ,           ,          , ,,,400#    ,ms,>200ns ,1/2+#         ,20,2000,B+ ?,1.267523512561158e-08
3217,53,721,153Hf,,26550#      ,320#      , 750#      ,100#      , ,,,500#    ,ms,       ,11/2-#        ,  ,    ,B+ ?;IT ?,1.5844043907014474e-08
3218,54,560,154Ba,,32920#      ,500#      ,           ,          , ,,, 53     ,ms,48     ,0+            ,17,2017,B-=100,1.6794686541435342e-09
3219,54,570,154La,,41530#      ,300#      ,           ,          , ,,,161     ,ms,15     ,2-#           ,17,2017,B-=100;B-n ?;B-2n ?,5.101782138058661e-09
3220,54,580,154Ce,,52220#      ,200#      ,           ,          , ,,,722     ,ms,14     ,0+            ,17,1994,B-=100;B-n ?,2.28787994017289e-08
3221,54,590,154Pr,,57860       ,100       ,           ,          , ,,,  2.30  , s,0.09   ,(3+)          ,09,1988,B-=100;B-n ?,7.288260197226657e-08
3222,54,600,154Nd,,65579.6     ,  1.0     ,           ,          , ,,, 25.9   , s,0.2    ,0+            ,09,1970,B-=100,8.207214743833496e-07
3223,54,601,154Nd,,64281.7     ,  1.1     ,1297.9     ,  0.4     , ,,,  3.2   ,us,0.3    ,(4-)          ,09,1970,IT=100,1.0140188100489264e-13
3224,54,610,154Pm,,68267       , 25       ,           ,          , ,,,  2.68  , m,0.07   ,(4+)          ,09,1958,B-=100,5.095444520495855e-06
3225,54,611,154Pm,,68490       , 40       ,-230       , 50       ,T,,,  1.73  , m,0.10   ,(1-)          ,09,1958,B-=100,3.289223515096205e-06
3226,54,620,154Sm,,72455.6     ,  1.3     ,           ,          , ,,,stbl    ,  ,>2.3Ey ,0+            ,09,1933,IS=22.74 14;2B- ?,unknown
3227,54,630,154Eu,,71738.4     ,  1.2     ,           ,          , ,,,  8.592 , y,0.003  ,3-*           ,09,1947,B-=99.982 12;EC=0.018 12,8.592
3228,54,631,154Eu,,71670.2     ,  1.2     ,  68.1702  ,  0.0004  , ,,,  2.2   ,us,0.1    ,2+            ,09,1964,IT=100,6.971379319086369e-14
3229,54,632,154Eu,,71593.1     ,  1.2     , 145.3     ,  0.3     , ,,, 46.3   , m,0.4    ,(8-)          ,09,1975,IT=100,8.802950794737242e-05
3230,54,640,154Gd,,73706.4     ,  1.0     ,           ,          , ,,,stbl    ,  ,       ,0+            ,09,1938,IS=2.18 2,unknown
3231,54,650,154Tb,,70160       , 50       ,           ,          , ,,,  9.994 , h,0.039  ,3-*           ,09,1972,B+=100;B- ?,0.0011400866986082591
3232,54,651,154Tb,,70030#      , 70#      , 130#      , 50#      , ,,, 21.5   , h,0.4    ,0-*           ,09,1950,B+~100;IT ?;B- ?,0.0024526579968058406
3233,54,652,154Tb,,69960#      ,160#      , 200#      ,150#      , ,,, 22.7   , h,0.5    ,7-            ,09,1972,B+~100;IT ?,0.0025895505361624455
3234,54,653,154Tb,,69760#      ,160#      , 405#      ,150#      , ,,,513     ,ns,42     ,              ,09,1982,IT=100,1.6255989048596853e-14
3235,54,660,154Dy,,70394       ,  7       ,           ,          , ,,,  3.0   ,My,1.5    ,0+            ,09,1961,A=100;2B+ ?,0.003
3236,54,670,154Ho,,64639       ,  8       ,           ,          , ,,, 11.76  , m,0.19   ,2-*           ,09,1966,B+=99.981 5;A=0.019 5,2.2359114761578825e-05
3237,54,671,154Ho,,64397       , 27       , 243       , 28       ,D,,,  3.10  , m,0.14   ,8+*           ,09,1968,B+=100;A<0.001;IT~0,5.893984333409384e-06
3238,54,680,154Er,,62605       ,  5       ,           ,          , ,,,  3.73  , m,0.09   ,0+            ,09,1963,B+~100;A=0.47 13,7.091794052779679e-06
3239,54,690,154Tm,,54427       , 14       ,           ,          , ,,,  8.1   , s,0.3    ,(2)-          ,09,1964,A=54 5;B+=46 5,2.5667351129363447e-07
3240,54,691,154Tm,,54350       , 50       ,  70       , 50       ,D,,,  3.30  , s,0.07   ,(9)+          ,09,1964,A=58 5;B+=42 5;IT ?,1.0457068978629552e-07
3241,54,700,154Yb,,49932       , 17       ,           ,          , ,,,409     ,ms,2      ,0+            ,09,1964,A=92.6 12;B+=7.4 12,1.296042791593784e-08
3242,54,710,154Lu,,39670#      ,200#      ,           ,          , ,,,  1#    , s,       ,(2-)          ,09,1981,B+ ?; A ?,3.168808781402895e-08
3243,54,711,154Lu,,39600#      ,200#      ,  62       , 12       ,D,,,  1.12  , s,0.08   ,(9+)          ,09,1981,B+~100;B+p=?;B+A=?;A ?,3.5490658351712425e-08
3244,54,712,154Lu,,36950#      ,220#      ,2724#      ,100#      , ,,, 35     ,us,3      ,(17+)         ,09,1990,IT=100,1.1090830734910133e-12
3245,54,720,154Hf,,32730#      ,300#      ,           ,          , ,,,  2     , s,1      ,0+            ,09,1981,B+~100;A~0,6.33761756280579e-08
3246,54,721,154Hf,,30010#      ,300#      ,2721#      , 50#      , ,,,  9     ,us,4      ,(10+)         ,09,1989,IT=100,2.8519279032626054e-13
3247,55,570,155La,,37930#      ,400#      ,           ,          , ,,,101     ,ms,28     ,1/2+#         ,19,2016,B-=100;B-n ?;B-2n ?,3.2004968692169236e-09
3248,55,580,155Ce,,47780#      ,300#      ,           ,          , ,,,313     ,ms,7      ,5/2-#         ,19,1994,B-=100;B-n ?,9.918371485791061e-09
3249,55,590,155Pr,,55415       , 17       ,           ,          , ,,,  1.47  , s,0.3    ,3/2-#         ,19,1992,B-=100;B-n ?,4.658148908662255e-08
3250,55,600,155Nd,,62284       ,  9       ,           ,          , ,,,  8.9   , s,0.2    ,(3/2-)        ,19,1986,B-=100,2.820239815448576e-07
3251,55,610,155Pm,,66940       ,  5       ,           ,          , ,,, 41.5   , s,0.2    ,(5/2-)        ,19,1982,B-=100,1.3150556442822013e-06
3252,55,620,155Sm,,70191.2     ,  1.3     ,           ,          , ,,, 22.18  , m,0.06   ,3/2-*         ,19,1951,B-=100,4.217050726290972e-05
3253,55,621,155Sm,,70174.7     ,  1.3     ,  16.5467  ,  0.0019  , ,,,  2.8   ,us,0.5    ,5/2+          ,19,2010,IT=100,8.872664587928106e-14
3254,55,622,155Sm,,69653.2     ,  1.3     , 538.03    ,  0.19    , ,,,  1.00  ,us,0.08   ,11/2-         ,19,2010,IT=100,3.168808781402895e-14
3255,55,630,155Eu,,71818.3     ,  1.3     ,           ,          , ,,,  4.742 , y,0.008  ,5/2+*         ,19,1947,B-=100,4.742
3256,55,640,155Gd,,72070.3     ,  1.0     ,           ,          , ,,,stbl    ,  ,       ,3/2-*         ,19,1933,IS=14.80 9,unknown
3257,55,641,155Gd,,71949.2     ,  1.0     , 121.10    ,  0.19    , ,,, 31.97  ,ms,0.27   ,11/2-         ,19,1967,IT=100,1.0130681674145054e-09
3258,55,650,155Tb,,71250       , 10       ,           ,          , ,,,  5.32  , d,0.06   ,3/2+*         ,19,1957,EC=100,0.01456536618754278
3259,55,660,155Dy,,69156       , 10       ,           ,          , ,,,  9.9   , h,0.2    ,3/2-*         ,19,1958,B+=100,0.0011293634496919917
3260,55,661,155Dy,,68922       , 10       , 234.33    ,  0.03    , ,,,  6     ,us,1      ,11/2-         ,19,1970,IT=100,1.901285268841737e-13
3261,55,670,155Ho,,66040       , 17       ,           ,          , ,,, 48     , m,2      ,5/2+*         ,19,1959,B+=100,9.126169290440338e-05
3262,55,671,155Ho,,65898       , 17       , 141.87    ,  0.11    , ,,,880     ,us,80     ,11/2-         ,19,1984,IT=100,2.7885517276345475e-11
3263,55,680,155Er,,62209       ,  6       ,           ,          , ,,,  5.3   , m,0.3    ,7/2-          ,19,1969,B+=99.978 7;A=0.022 7,1.0076811924861206e-05
3264,55,690,155Tm,,56626       , 10       ,           ,          , ,,, 21.6   , s,0.2    ,11/2-         ,19,1971,B+=99.17 17;A=0.83 17,6.844626967830253e-07
3265,55,691,155Tm,,56585       , 12       ,  41       ,  6       ,D,,, 45     , s,4      ,1/2+          ,19,1990,B+~100;A ?,1.4259639516313025e-06
3266,55,700,155Yb,,50503       , 17       ,           ,          , ,,,  1.793 , s,0.020  ,(7/2-)        ,19,1964,A=89 5;B+=11 5,5.68167414505539e-08
3267,55,710,155Lu,,42545       , 19       ,           ,          , ,,, 68     ,ms,2      ,11/2-         ,19,1965,A=90 2;B+=10 2,2.1547899713539683e-09
3268,55,711,155Lu,,42524       , 20       ,  21       ,  4       ,D,,,138     ,ms,9      ,1/2+          ,19,1967,A=76 16;B+=24 16,4.372956118335995e-09
3269,55,712,155Lu,,40765       , 19       ,1780.3     ,  1.8     ,D,,,  2.69  ,ms,0.03   ,25/2-#        ,19,1981,A~100;IT ?,8.524095621973787e-11
3270,55,720,155Hf,,34310#      ,300#      ,           ,          , ,,,843     ,ms,30     ,7/2-#         ,19,1981,B+~100;A ?,2.6713058027226403e-08
3271,55,730,155Ta,,23990#      ,300#      ,           ,          , ,,,  3.2   ,ms,1.3    ,11/2-         ,19,2007,p=100,1.0140188100489264e-10
3272,56,570,156La,,33050#      ,400#      ,           ,          , ,,, 84     ,ms,78     ,4+#           ,17,2017,B-=100;B-n ?,2.661799376378432e-09
3273,56,580,156Ce,,44820#      ,300#      ,           ,          , ,,,233     ,ms,9      ,0+            ,17,2017,B-=100;B-n ?,7.383324460668745e-09
3274,56,590,156Pr,,51449.3     ,  1.0     ,           ,          , ,,,444     ,ms,6      ,1+#           ,17,1992,B-=100;B-n ?,1.4069510989428853e-08
3275,56,600,156Nd,,60202.1     ,  1.3     ,           ,          , ,,,  5.06  , s,0.13   ,0+            ,12,1987,B-=100,1.6034172433898645e-07
3276,56,601,156Nd,,58770.8     ,  1.4     ,1431.3     ,  0.4     , ,,,365     ,ns,145    ,(5-)          ,12,1998,IT=100,1.1566152052120567e-14
3277,56,610,156Pm,,64166.8     ,  1.2     ,           ,          , ,,, 27.4   , s,0.5    ,4+            ,12,1986,B-=100,8.682536061043931e-07
3278,56,611,156Pm,,64016.5     ,  1.2     , 150.30    ,  0.10    , ,,,  2.3   , s,2.0    ,1+#           ,12,2007,IT~98;B-~2,7.288260197226657e-08
3279,56,620,156Sm,,69361       ,  9       ,           ,          , ,,,  9.4   , h,0.2    ,0+            ,12,1951,B-=100,0.0010723248916267396
3280,56,621,156Sm,,67963       ,  9       ,1397.55    ,  0.09    , ,,,185     ,ns,7      ,5-            ,12,1974,IT=100,5.862296245595356e-15
3281,56,630,156Eu,,70083       ,  4       ,           ,          , ,,, 15.19  , d,0.08   ,0+*           ,12,1947,B-=100,0.04158795345653662
3282,56,640,156Gd,,72535.3     ,  1.0     ,           ,          , ,,,stbl    ,  ,       ,0+            ,12,1933,IS=20.47 3,unknown
3283,56,641,156Gd,,70397.7     ,  1.0     ,2137.60    ,  0.05    , ,,,  1.3   ,us,0.1    ,7-            ,12,1969,IT=100,4.1194514158237635e-14
3284,56,650,156Tb,,70091       ,  4       ,           ,          , ,,,  5.35  , d,0.10   ,3-*           ,12,1950,B+~100;B- ?,0.014647501711156741
3285,56,651,156Tb,,70003       ,  4       ,  88.4     ,  0.2     , ,,,  5.3   , h,0.2    ,(0+)          ,12,1950,IT=?;B+=?,0.0006046087154916724
3286,56,652,156Tb,,69990#      , 50#      , 100#      , 50#      , ,,, 24.4   , h,1.0    ,(7-)          ,12,1970,IT=?;B- ?,0.0027834816335843026
3287,56,660,156Dy,,70529.4     ,  1.0     ,           ,          , ,,,stbl    ,  ,>1Ey   ,0+            ,12,1948,IS=0.056 3;A ?;2B+ ?,unknown
3288,56,670,156Ho,,65540       , 40       ,           ,          , ,,, 56     , m,1      ,4-*           ,12,1957,B+=100,0.00010647197505513726
3289,56,671,156Ho,,65490       , 40       ,  52.37    ,  0.30    , ,,,  9.5   , s,1.5    ,1-*           ,12,1995,IT~100;B+ ?,3.01036834233275e-07
3290,56,672,156Ho,,65304       , 28       , 230       , 50       ,D,,,  7.6   , m,0.3    ,9+            ,12,1975,B+~75;IT ?,1.44497680431972e-05
3291,56,680,156Er,,64212       , 25       ,           ,          , ,,, 19.5   , m,1.0    ,0+            ,12,1967,B+=100;A=1.2e-5 3,3.707506274241387e-05
3292,56,690,156Tm,,56834       , 14       ,           ,          , ,,, 83.8   , s,1.8    ,2-            ,12,1971,B+~100;A=0.064 10,2.6554617588156256e-06
3293,56,691,156Tm,,56430#      ,200#      , 400#      ,200#      ,U,,,400     ,ns,       ,(11-)         ,12,1985,IT=100,1.267523512561158e-14
3294,56,700,156Yb,,53266       ,  9       ,           ,          , ,,, 26.1   , s,0.7    ,0+            ,12,1970,B+=90 2;A=10 2,8.270590919461555e-07
3295,56,710,156Lu,,43700       , 50       ,           ,          , ,,,494     ,ms,12     ,(2)-          ,12,1965,A=100;B+ ?,1.56539153801303e-08
3296,56,711,156Lu,,43680       ,240       ,  10       ,250       , ,,,198     ,ms,2      ,10+           ,12,1979,A~100;B+ ?,6.2742413871777315e-09
3297,56,712,156Lu,,41090       ,250       ,2611       ,250       , ,,,179     ,ns,4      ,19-           ,  ,2018,IT=100,5.672167718711182e-15
3298,56,720,156Hf,,37820       ,150       ,           ,          , ,,, 23     ,ms,1      ,0+            ,12,1979,A~100;B+ ?,7.288260197226658e-10
3299,56,721,156Hf,,35860       ,150       ,1958.8     ,  1.0     ,D,,,480     ,us,40     ,(8+)          ,12,1979,A~100;IT ?,1.5210282150733895e-11
3300,56,730,156Ta,,26000#      ,300#      ,           ,          , ,,,106     ,ms,4      ,(2-)          ,12,1992,p=71 3;B+=29 3,3.3589373082870684e-09
3301,56,731,156Ta,,25910#      ,300#      ,  94       ,  8       ,D,,,360     ,ms,40     ,(9+)          ,12,1993,B+=95.8 9;p=4.2 9,1.1407711613050421e-08
3302,57,570,157La,,29070#      ,300#      ,           ,          , ,,, 30#    ,ms,>550ns ,1/2+#         ,  ,2018,B- ?;B-n ?,9.506426344208685e-10
3303,57,580,157Ce,,39930#      ,400#      ,           ,          , ,,,175     ,ms,41     ,7/2+#         ,17,2017,B-=100;B-n ?,5.545415367455066e-09
3304,57,590,157Pr,,48435       ,  3       ,           ,          , ,,,307     ,ms,21     ,3/2-#         ,17,2017,B-=100;B-n ?,9.728242958906887e-09
3305,57,600,157Nd,,56494.1     ,  2.1     ,           ,          , ,,,  1.15  , s,0.03   ,5/2-#         ,17,1992,B-=100,3.6441300986133285e-08
3306,57,610,157Pm,,62297       ,  7       ,           ,          , ,,, 10.56  , s,0.10   ,(5/2-)        ,16,1987,B-=100,3.346262073161457e-07
3307,57,620,157Sm,,66678       ,  4       ,           ,          , ,,,  8.03  , m,0.07   ,3/2-#         ,16,1973,B-=100,1.5267320708799146e-05
3308,57,630,157Eu,,69459       ,  4       ,           ,          , ,,, 15.18  , h,0.03   ,5/2+*         ,16,1951,B-=100,0.001731690622861054
3309,57,640,157Gd,,70823.9     ,  1.0     ,           ,          , ,,,stbl    ,  ,       ,3/2-*         ,16,1933,IS=15.65 4,unknown
3310,57,641,157Gd,,70760.0     ,  1.0     ,  63.916   ,  0.005   , ,,,460     ,ns,40     ,5/2+          ,16,1964,IT=100,1.4576520394453318e-14
3311,57,642,157Gd,,70397.4     ,  1.0     , 426.539   ,  0.023   , ,,, 18.5   ,us,2.3    ,11/2-         ,16,1961,IT=100,5.862296245595356e-13
3312,57,650,157Tb,,70763.8     ,  1.0     ,           ,          , ,,, 71     , y,7      ,3/2+          ,16,1960,EC=100,71.0
3313,57,660,157Dy,,69425       ,  5       ,           ,          , ,,,  8.14  , h,0.04   ,3/2-*         ,16,1953,B+=100,0.0009285877253023044
3314,57,661,157Dy,,69263       ,  5       , 161.99    ,  0.03    , ,,,  1.3   ,us,0.2    ,9/2+          ,16,1974,IT=100,4.1194514158237635e-14
3315,57,662,157Dy,,69226       ,  5       , 199.38    ,  0.07    , ,,, 21.6   ,ms,1.6    ,11/2-         ,16,1970,IT=100,6.844626967830253e-10
3316,57,670,157Ho,,66833       , 23       ,           ,          , ,,, 12.6   , m,0.2    ,7/2-*         ,16,1966,B+=100,2.3956194387405883e-05
3317,57,680,157Er,,63414       , 27       ,           ,          , ,,, 18.65  , m,0.10   ,3/2-*         ,16,1966,B+=100,3.545897026389839e-05
3318,57,681,157Er,,63259       , 27       , 155.4     ,  0.3     , ,,, 76     ,ms,6      ,9/2+          ,16,1971,IT=100,2.4082946738662e-09
3319,57,690,157Tm,,58709       , 28       ,           ,          , ,,,  3.63  , m,0.09   ,1/2+*         ,16,1974,B+=100;A=7.5e-4 25,6.901665525895505e-06
3320,57,691,157Tm,,58610#      , 60#      , 100#      , 50#      , ,,,  1.6   , s,       ,7/2-#         ,  ,2008,B+ ?; IT ?,5.070094050244632e-08
3321,57,700,157Yb,,53420       , 11       ,           ,          , ,,, 38.6   , s,1.0    ,7/2-*         ,16,1970,B+~100;A=?,1.2231601896215173e-06
3322,57,710,157Lu,,46440       , 12       ,           ,          , ,,,  7.7   , s,2.0    ,(1/2+)        ,16,1977,B+ ?;A=?,2.439982761680229e-07
3323,57,711,157Lu,,46419       , 12       ,  20.9     ,  2.0     ,D,,,  4.79  , s,0.12   ,(11/2-)       ,16,1972,B+=92.3 19;A=7.7 19,1.5178594062919865e-07
3324,57,720,157Hf,,38860#      ,200#      ,           ,          , ,,,115     ,ms,1      ,7/2-          ,16,1965,A=94 4;B+=14 4,3.644130098613329e-09
3325,57,730,157Ta,,29600       ,150       ,           ,          , ,,, 10.1   ,ms,0.4    ,1/2+          ,16,1979,A=96.6 12;p=3.4 12;B+ ?,3.2004968692169234e-10
3326,57,731,157Ta,,29570       ,150       ,  22       ,  5       ,D,,,  4.3   ,ms,0.1    ,11/2-         ,16,1996,A~100;B+ ?;p=0,1.3625877760032448e-10
3327,57,732,157Ta,,28000       ,150       ,1593       ,  9       ,D,,,  1.7   ,ms,0.1    ,25/2-#        ,16,1996,A=100,5.386974928384921e-11
3328,57,740,157W,,19690#      ,400#      ,           ,          , ,,,275     ,ms,40     ,(7/2-)        ,16,2010,B+=100;A=0,8.71422414885796e-09
3329,57,743,157W,,19370#      ,400#      , 320       , 30       ,D,,,        ,  ,       ,(9/2-)        ,16,2010,IT ?,unknown
3330,58,580,158Ce,,36540#      ,400#      ,           ,          , ,,, 99     ,ms,93     ,0+            ,17,2016,B-=100;B-n ?,3.1371206935888658e-09
3331,58,590,158Pr,,44150#      ,300#      ,           ,          , ,,,181     ,ms,14     ,5-#           ,17,2016,B-=100;B-n ?,5.735543894339239e-09
3332,58,600,158Nd,,53835.1     ,  1.3     ,           ,          , ,,,810     ,ms,30     ,0+            ,17,1992,B-=100,2.5667351129363448e-08
3333,58,601,158Nd,,52187.0     ,  1.9     ,1648.1     ,  1.4     , ,,,339     ,ns,20     ,(6-)          ,17,2016,IT=100,1.0742261768955815e-14
3334,58,610,158Pm,,59106.1     ,  0.9     ,           ,          , ,,,  4.8   , s,0.5    ,"(0+,1+)#      ",17,1987,B-=100,1.5210282150733894e-07
3335,58,611,158Pm,,58960#      , 50#      , 150#      , 50#      , ,,,>16     ,us,       ,5+#           ,17,2015,IT=?;B- ?,unknown
3336,58,620,158Sm,,65252       ,  5       ,           ,          , ,,,  5.30  , m,0.03   ,0+            ,17,1970,B-=100,1.0076811924861206e-05
3337,58,630,158Eu,,67270.5     ,  2.0     ,           ,          , ,,, 45.9   , m,0.2    ,1-*           ,17,1951,B-=100,8.726899383983572e-05
3338,58,640,158Gd,,70690.0     ,  1.0     ,           ,          , ,,,stbl    ,  ,       ,0+            ,17,1933,IS=24.84 8,unknown
3339,58,650,158Tb,,69470.9     ,  1.3     ,           ,          , ,,,180     , y,11     ,3-*           ,04,1957,B+=83.4 7;B-=16.6 7,180.0
3340,58,651,158Tb,,69360.6     ,  1.8     , 110.3     ,  1.2     , ,,, 10.70  , s,0.17   ,0-            ,17,1957,IT~100;B- ?;B+ ?,3.390625396101097e-07
