,Parent Isotope,Mean Power Density Over 100 years (watts per gram)
807,183Os,132.65185732428142
1116,77As,132.2445060268028
1576,76Kr,131.95946974295597
577,24Na,128.63800022271897
1780,140La,128.5553523947991
2310,185Ir,123.49447566670278
1854,51Cr,123.31725400290843
30,251Fm,122.64818616369769
249,82Ga,122.58373142320784
1272,152Tb,122.17620405316286
2081,71Ge,119.40647968269835
681,138Tb,119.01042333358949
2990,93Zr,117.36808075070164
523,265Lr,115.72139714923942
1097,67Cu,114.3415976216539
1102,127Sb,111.37656226503591
2174,193Os,111.21134003331801
241,122Xe,106.98163359624395
55,115Cd,106.3233320736014
1913,254Es,106.30291674104123
998,178W,102.31205487393488
377,132Cs,101.46122475964569
1696,42Sc,100.68896523795237
1708,264Lr,100.1907567957497
2480,167Tm,98.89319613542133
690,165Tm,98.51021678057798
1884,173Hf,98.20863003866462
2734,210Po,97.03359738678613
220,121Te,94.98217838466482
966,154Ce,90.62910630525468
1748,129Cs,90.53446472043849
569,273Mt,90.23867263755699
2316,246Md,89.86920893051455
3080,53Mn,89.3794728532944
1649,97Tc,89.30810440036592
2018,211Rn,89.15368630706584
2467,99Mo,88.10941241781327
544,207Pt,88.10235267982867
1424,182Os,85.77670857011398
2000,159Gd,85.76496900648962
1172,131Cs,85.5519675302772
2491,160Er,85.24946503526871
638,234Pu,84.01462153012181
1976,154Dy,83.72140026472522
2489,129In,83.2595589158504
21,119Sb,82.95256550017241
3050,290Mc,81.48193064576512
2669,242Cm,81.25655334210592
323,57Co,79.46844744372038
1563,111Xe,79.2321436996779
289,202Tl,78.919926601608
2610,105Rh,78.25338293619215
2598,172Er,77.97631941000618
1928,98Y,74.07526128255036
1685,146Gd,72.49030622927394
2079,143Pr,72.36100907579885
1818,131Ba,71.89135533751366
788,116Cs,70.2730361680038
204,239Am,68.42384934167744
123,160Pm,67.40104274627178
725,113Ag,67.39611628778472
162,99Rh,66.95008536165702
1333,123Pr,66.76194479689175
1448,86Rb,66.26340157449444
2071,251No,65.43202557783016
1364,148Pm,64.21577223664588
1483,164Re,62.97387180145323
2293,270Mt,60.82754970383472
20,189Ir,60.58598642178517
472,213Ac,60.546226579118965
3034,142Pr,60.03694299285151
1796,149Pm,59.57200909547678
3117,84Rb,59.12290826971447
38,126I,59.081669732244755
1423,183Ta,58.404123575887844
980,266Lr,57.1643776307708
1838,144Ho,56.70628832407275
724,143Xe,55.32371670061865
181,140Ba,54.00222509194683
984,170Hf,52.186263978359065
334,145Cs,51.13470019684921
2067,74As,51.09589132570305
1346,25Ne,50.24853290981709
2231,103Pd,49.85736368992709
2341,166Yb,49.64693519134149
2675,186Re,49.24421835281083
907,97Ru,48.305597936741194
2329,18N,46.9569665638479
1318,128Ba,46.28049424182231
631,44Cl,45.633289862011814
1791,87As,43.76474326206692
2886,33P,42.80585899197729
3058,199Au,42.45978438492437
2544,187W,41.86742256239091
2977,172Tm,41.20828915648886
1214,169Yb,40.4543473946861
422,228Th,40.06440129428637
657,88Y,39.504709063810246
1765,276Mt,39.44785410533093
1197,140Dy,38.884313332397625
1744,268Db,37.85082099772869
2412,125I,37.56442284599459
2791,235U,37.528682889915316
2433,182Re,37.076846159898615
1096,148Tm,36.78245855762706
395,140Nd,36.576520757233865
420,150Yb,36.29202577690445
1036,134Ce,35.14418359821445
1520,237Cf,34.648604261678
3005,191Pt,33.19780502862354
2043,252Es,32.74791090295226
915,153Sm,32.25051975728372
2841,110I,30.498886422832975
1532,229Pa,29.467541782010482
1094,131I,28.26246346235207
639,41Sc,27.853680472492414
2965,100Pd,27.540302203774566
925,127Xe,26.89587430535797
600,169Er,26.78963590639242
1830,66Fe,26.570695714081474
1479,60Cr,25.87083620194368
2195,73As,25.79579539933543
1528,88Zr,24.686558465796953
1112,189Bi,24.657145239571257
129,182Hf,24.32935383309195
1848,139Ce,23.828285973246373
1835,148Ba,22.931233720696415
316,129I,22.484040886994062
2179,56Co,22.454598976113402
985,49V,22.107243230958275
3066,89Sr,20.771597929839213
2305,91Br,20.487156424061105
1194,206Pt,19.584487378832282
1413,118Te,18.519087527196312
2518,149Yb,18.267798209851236
1808,126Cd,18.16394268687116
2336,135Cs,17.81214479674697
497,188Re,17.2308812717149
565,171Lu,17.068634930422842
1162,65Zn,16.882413171273726
2919,252Cf,16.66045332249396
1189,223Th,16.40316169940169
1904,137Sb,16.312581873370867
1160,147Pm,16.146237524656804
2732,142Tb,16.10534779299916
2373,166Ho,15.808575297850325
1759,166Dy,15.71434508235321
2795,125Sn,15.686954125866169
1329,83Rb,15.331761629269952
2752,7Be,15.161915662758043
1158,56Ni,14.942940994499068
3084,46Sc,14.836523093915346
2384,195Au,14.8338911256019
3145,126Sb,14.784656468102735
2653,80Zn,14.612268681689887
2907,177Lu,14.537281966929111
1881,228Ra,14.252119073515917
2457,175Hf,14.138255371420405
2688,107Pd,14.053188714607307
5,127Cd,13.999111479612608
161,135Sn,13.82771260676439
236,236Pu,13.717271572072324
2362,141Ce,13.567350913399219
612,72Se,12.94617107317985
531,75Se,12.805743823420093
2938,95Zr,12.645461230512241
2125,190Hf,12.48049373329172
2543,162Pm,12.303250189009358
854,136Cs,11.84931118071341
1239,106Sb,11.502846097379173
1455,202Pt,11.475628068258596
2318,231U,11.38617251327646
863,245Bk,11.324805610312643
670,125Nd,10.948256190171545
2093,175Yb,10.357887162301084
1100,264Hs,10.310234595711492
2042,151La,10.178835257795662
2045,288Fl,9.935034015860385
2485,45V,9.70372727192222
2314,188Pt,9.365249542589805
2681,145Sm,9.346693911553563
659,190Ir,9.170280529584122
2584,152Lu,9.003500156391073
2532,257Es,8.532144112910824
2378,253Lr,8.21218221284729
2779,181W,8.185928968084408
286,206Bi,8.175913345793203
2519,35S,8.152726928704277
2576,146Pm,7.92425556558306
1699,181Hf,7.598632254069375
2850,54Sc,7.51364980131752
3002,77Cu,7.40572762113316
2132,156Eu,7.209176434655793
2671,295Og,7.098333402714266
318,170Tm,6.984179302114876
2392,114Ru,6.471877224626519
501,43Ti,6.356071038507495
2435,95Nb,6.27591239232681
1721,114Cs,6.129446018966637
2618,191Os,5.929103551737307
252,151Gd,5.906795556990564
2939,241Pu,5.871098987606487
2668,159Dy,5.840934216486991
2145,45Ca,5.634511827172289
1134,89Se,5.523877883905923
500,82Sr,5.467272454556998
547,198Au,5.405944050473577
1027,150La,5.28185643209113
2265,199Rn,5.12295587031541
2562,37Ar,5.109521333931835
1164,45Cl,4.961448217238756
2184,74Ni,4.729701500574965
125,137Tb,4.450006154460556
1593,109Cd,4.387862836618519
93,139Dy,4.385977288928749
2980,144Ce,4.289518907844455
47,36Si,4.2756344143227665
1850,159Nd,4.135584579419286
1902,59Fe,4.09507367813666
1152,206Po,4.060241601512384
2037,161Tb,4.014259685270877
3135,97Sr,3.7444642902371292
3128,160Tb,3.7219495023239375
2768,70Co,3.6999517433515967
2691,101Y,3.661476199372122
1511,103Ru,3.6268250849222015
1443,185W,3.54871852945433
297,122Ag,3.51707373264579
764,172Hf,3.505623268492254
1538,105Ag,3.470296012861815
3051,122Sb,3.454493656659281
366,250Cf,3.433043634738881
261,207Bi,3.2742887352077155
1023,48Ar,3.1855901569694165
891,85Ge,3.1375835619071855
2918,153Gd,3.117398864574193
2722,90Y,3.0881644998662408
1025,203Hg,2.9985146638994005
1797,123Sn,2.9941583654649158
1490,111Ag,2.9369139580906705
2268,147Tm,2.8805893865831527
1150,156Pr,2.7371992010402653
2406,117Rh,2.7211434020876846
2390,260Md,2.599638369312123
979,141I,2.5688210514182734
1545,124I,2.498531578908973
1467,156Tb,2.4046558759528383
2320,244Cm,2.351563850680825
1015,203Fr,2.292438235244938
2600,106Ru,2.29025719103583
1923,210Pb,2.266680344445193
709,85Sr,2.223335475355995
2745,92Nb,2.1632430915064704
59,96Tc,2.1468865368339745
75,133Xe,2.0345179263740127
346,50K,1.9812668215838585
2565,196Au,1.975853569706878
151,227Ac,1.9615806248650092
1325,120Pd,1.9324468615999213
1122,129Sm,1.8037401618400097
1969,53Ca,1.7980747762535523
2592,183Re,1.7870251431528188
1562,20Na,1.6154674421373432
1675,47Cr,1.5838336793114214
2147,113Sn,1.4744332087334382
120,185Os,1.4220485401789935
2116,23Al,1.3207324614071374
6,258Md,1.2655130535295633
2969,227Np,1.2252598599458653
2258,55Fe,1.2138831498405223
201,156Lu,1.1938344923930275
1251,191Ta,1.1598228843830365
3169,134Eu,1.0833138411693592
1762,274Hs,1.059405425908951
1561,101Rh,0.9948187362325502
2110,183Pb,0.9180477295863956
40,188W,0.832227903090687
2540,173Tb,0.8112872277646075
2862,169Eu,0.7735464839486237
1236,192Ir,0.7550833669782812
1262,232U,0.7228533815512305
477,259Db,0.7211243031551059
488,257Fm,0.6788868754635086
1787,144Xe,0.6768006554311026
473,287Fl,0.650770730829292
3024,22Na,0.6480440759259658
2010,143Pm,0.6382086548257665
2760,184Pb,0.6066606371885599
2537,197Re,0.5993128829867308
281,148Gd,0.5981191342558108
924,122Pr,0.5949346658405058
957,46V,0.5899346584335323
2389,124Nd,0.5853389454237234
1163,145Pm,0.5852801914905915
2135,126Pm,0.5760478510519184
1587,128Sm,0.5670471033792321
2994,238Pu,0.5635162571715305
2763,204Tl,0.528260777625173
3163,95Rb,0.5240780927929503
3090,60Co,0.5162887471731576
2098,174Lu,0.5093422379918657
762,184Re,0.48278893421885377
375,249Bk,0.4184476543564587
3116,67Fe,0.38694320475836314
312,68Ge,0.3740597111766094
641,38Ca,0.37066962012374305
27,209Po,0.3617554664564911
2344,173Lu,0.32123942438701486
397,32Si,0.30884430439276167
2476,104Sb,0.3064603558695558
2966,160Nd,0.29479265937177873
2929,179Ta,0.2841296773457621
3155,176Dy,0.2779454589956592
2582,3H,0.27572009922182
1551,189Hf,0.25493314870605677
1719,235Np,0.22592253120201958
2482,241Am,0.22440904667161138
2829,114Ba,0.20730319711865408
39,124Sb,0.20584540680556676
2122,175Dy,0.19836495776846894
379,248Cf,0.18812204280768346
675,168Tm,0.18725291322743337
2490,91Y,0.17920690154576163
2200,24F,0.1789351923866651
587,19N,0.1783822855676248
2735,250Cm,0.17344011360549139
1899,182Ta,0.15862984616266124
267,115Ba,0.15029108169773522
1779,170Gd,0.14399634149147222
2323,90Sr,0.14198508173577856
2052,179Tl,0.1257581957982841
586,125Sb,0.1184655376724471
2036,150Eu,0.11258550034186379
489,208Po,0.10852892033402968
2981,194Os,0.10823681512139902
3014,58Co,0.09233645741927257
1958,140Te,0.08340472566026738
2065,137Cs,0.07930530422153984
653,154Yb,0.07877044203292603
865,78Cu,0.07795759149394296
2102,161W,0.07565271195705789
50,193Pt,0.07507784448006685
2091,155Eu,0.06406746399490543
1732,226Ra,0.06258898199451336
2245,133Ba,0.06210318942990002
1138,102Rh,0.061490324011872856
598,157Tb,0.06015759546640627
338,251Cf,0.06002541476819033
1616,49Mn,0.05355539140295858
2333,154Eu,0.04579076357719581
2739,144Pm,0.045696792641885114
2074,51K,0.04432195858564064
576,75Ni,0.04407168177565028
2151,39Ar,0.043205638105241036
1226,138Sb,0.042690114165187455
2283,193Po,0.04230372920176055
2281,142Ho,0.03993289460417139
2788,144Er,0.03937827106800234
646,149Ba,0.03706078015605882
2580,171Tm,0.036718122505372174
1106,42Ar,0.03620250682739494
452,247Bk,0.03387414122416149
900,136Sn,0.033726666919690514
2936,151Sm,0.0321071512518333
2545,194Po,0.031412019416451095
2842,272Mt,0.0312709799657665
1558,289Mc,0.02921139541738619
2585,266Sg,0.027325962351598843
1052,197At,0.02627184947730373
2301,152Eu,0.02487300755846596
327,194Hg,0.023094738006206504
2556,163Re,0.022880155422916534
2150,173Pt,0.022753302127846563
2529,102Y,0.02172953812346675
1999,134Gd,0.021158474006687824
573,271Mt,0.020924247357167296
620,134Cs,0.020704156878636977
2766,153Hf,0.01853095109082463
2424,112Tc,0.01796837294099502
2973,54Mn,0.017913734154393297
194,240Pu,0.014837647663930609
2687,57V,0.014084508468778878
3017,92Br,0.014045727379039525
771,158Tb,0.01387304116874622
3065,67Co,0.013114298608687413
216,83Ga,0.013098355422630945
1306,111Tc,0.011909290632597692
2120,246Cm,0.011884027453876213
347,259Sg,0.011873119982620719
2204,196At,0.010664759743345756
614,36K,0.009215375349754428
755,44Ti,0.008777959257364246
467,115Ru,0.008658559706500236
778,202Fr,0.008190879283432807
2248,243Cm,0.007510441842235904
3111,81Zn,0.006467063005300304
656,243Am,0.006174715943287334
1382,169Ir,0.005676713176234049
3003,245Cm,0.0055181983948875265
1030,63Ni,0.005455221795322718
970,168Sm,0.005408158236463712
2716,229Th,0.005270147983865571
79,245Md,0.004893362071397511
2117,39P,0.004889916445941075
1834,155Ce,0.0045453210596006245
2367,157Pr,0.0044752414599569116
870,85Kr,0.0029247341178464635
678,93Mo,0.0028480970858022563
1821,252Lr,0.002844314754731117
1441,210Ac,0.0025958802913936315
90,30Mg,0.0025168816813643407
1324,244Md,0.001882618718406743
801,239Pu,0.001850350693243025
2806,146Cs,0.0017120552272412409
1664,14C,0.0013119811281566062
2292,231Pa,0.0012996105814725354
1009,230Th,0.0012311012501029172
1858,91Nb,0.0011533803414971197
2202,123Ag,0.0010968905800176486
269,121Pd,0.001090962045093969
1412,60Mn,0.001077316659644702
983,51Fe,0.0010189954377823702
1084,212At,0.0010163378971242522
2892,27Na,0.0009337691067026902
496,107Nb,0.0008607102619052667
1187,203Os,0.0007667625403342273
2419,249Cf,0.0006746448373401909
2253,171Gd,0.0006544893407381525
2430,32Cl,0.0006315170349395309
635,31Mg,0.00045372186281213736
1758,162Nd,0.0004396747510132487
492,130In,0.00040281970606351463
1178,43S,0.0003851085273945417
478,88As,0.00038473401040421494
1124,242Pu,0.00037106237527796394
574,164Pm,0.0003474455377289082
2511,236Np,0.0003331315761623247
45,233U,0.00025949381254520713
3175,50Mn,0.0002524442653896302
1212,110Mo,0.00022721540879214736
1323,234U,0.00018467619125891245
385,64Co,0.00018313215503330788
2946,131In,0.00016841384991962178
2516,143Ho,0.0001639224884214222
2986,94Nb,0.00016118085524572916
1509,163Ho,0.00016105935905927568
1887,63Mn,0.00014407629045526678
322,152La,0.0001386066437953348
1047,99Sr,0.00013378381432730476
2636,118Rh,0.0001170656258855523
929,91Se,0.00011319197609949189
1813,137La,0.00010996591744684779
2573,202Pb,8.714256216127909e-05
743,28P,7.337365611367778e-05
2264,81Kr,6.545134120992859e-05
835,147Cs,6.519691257170535e-05
2840,26Al,6.305441405952448e-05
2203,195At,5.6059824250037465e-05
2655,194At,4.0901283093090115e-05
551,128Cd,4.049731600844371e-05
2383,275Hs,3.506687102254352e-05
2955,165Pm,3.344107275952129e-05
2542,137Sn,3.111153429805435e-05
819,27P,2.8642778912976725e-05
1121,61Cr,2.7008623281387852e-05
2023,49Ar,2.5822357660178605e-05
325,150Ba,2.2937795229433004e-05
1085,199Re,1.9391467860451056e-05
353,226U,1.6139576593310586e-05
1990,278Ds,1.4381075163257129e-05
112,178Hg,1.2181995151328632e-05
133,142I,1.1395069717533238e-05
1215,157W,9.968306442176214e-06
765,36Cl,9.8156597148469e-06
1972,79Cu,9.505253173496422e-06
789,126Sn,8.921325306437263e-06
1581,41Ca,7.461563904840297e-06
3000,163Pm,6.972414987768074e-06
425,76Ni,6.121024700803778e-06
1099,59Ni,5.3725632747133716e-06
2896,153La,4.763204949215482e-06
2022,79Se,4.577535682016193e-06
2129,103Y,3.9695891976924475e-06
2548,156Ce,3.906414491725196e-06
2055,53Co,2.895109439735216e-06
1641,178Tl,2.6264610659475155e-06
192,89As,2.283187639156829e-06
618,262Rf,2.087219611769818e-06
91,174Tb,1.279724484062772e-06
1832,208Bi,1.2591584549269213e-06
2820,120Ce,1.153660285195378e-06
735,46Cl,1.1022713687678732e-06
1498,148Yb,9.354002312394955e-07
2407,62Cr,6.357354349194254e-07
3041,57Cu,5.857478065053715e-07
1369,56V,5.427329361988903e-07
648,208Pt,4.985020987517724e-07
954,206Ra,4.409954119373104e-07
2818,46Cr,4.198251513939715e-07
3056,90Se,3.5030728165590293e-07
360,193Ta,2.9112633637721944e-07
2075,86Ge,2.0423528752099735e-07
1357,94Kr,1.8140646206923336e-07
36,99Tc,1.6514205060561956e-07
2418,168Ir,1.6074268576041241e-07
1613,25Si,1.5591509182926515e-07
14,248Cm,1.3971864105326183e-07
3106,132In,1.0145438976750048e-07
356,104Y,8.736425315662415e-08
594,161Nd,7.241284979489196e-08
2809,243Fm,6.303463264368532e-08
3052,116Ru,5.433625628171063e-08
1181,66Co,5.3414594560587867e-08
1571,56Ti,4.800442409934299e-08
753,205Ra,3.500022661358324e-08
1235,96Rb,3.147662841359941e-08
859,40K,2.3800840329043095e-08
2593,166Os,2.3777650576341305e-08
1374,119Rh,2.183385309327543e-08
58,141Te,2.1121493436899332e-08
56,238U,1.9938700621006934e-08
1294,211Ac,1.8706587657216382e-08
1330,55Ni,1.7544094707434322e-08
1968,42Ti,1.5371221860965184e-08
2912,100Sr,1.3928757627180299e-08
2964,279Ds,1.2019151753367693e-08
869,108Nb,8.989180426904241e-09
2127,26Ne,7.785365483242597e-09
1824,68Co,7.318331530125428e-09
568,232Th,6.357413015379747e-09
613,17C,5.7690996924574294e-09
2570,168Eu,4.826147346045148e-09
1381,143I,3.526721904636212e-09
2115,69Co,3.3167064952258278e-09
3089,285Fl,2.9415292449031464e-09
2628,111Mo,2.9258420199171783e-09
1334,167Sm,2.9037211413327564e-09
428,133Eu,2.541251215626582e-09
1223,145Xe,2.4243731963979727e-09
1906,139Sb,2.2608821076526714e-09
1944,54Co,1.93754339245301e-09
1307,175Au,1.931350923876202e-09
1840,31Cl,1.8519520679505609e-09
2097,58V,1.7308265513835138e-09
2423,122Pd,1.602974578629862e-09
994,118La,1.4321458121963366e-09
498,119Ce,1.4201109734383842e-09
264,29S,1.3571859659358677e-09
1021,263Bh,1.2851194360392981e-09
1666,272Ds,1.2425971017585861e-09
3045,136Tb,1.2425971017585861e-09
2377,138Dy,1.224588448109911e-09
1071,143Er,1.18177067020397e-09
972,158Pr,1.1485797412604142e-09
1575,68Fe,1.1416169567685223e-09
2989,106Zr,9.20148857050749e-10
2933,82Zn,5.468127520413473e-10
2143,147Sm,5.065595046129474e-10
2856,157Ce,3.240162642950617e-10
526,40Sc,3.203994469873066e-10
294,9Li,3.0369105358902815e-10
226,97Rb,1.4398254771759154e-10
2770,37Ca,1.3274777528086607e-10
1365,140Sb,1.304130948785019e-10
1960,35K,8.16111494975584e-11
903,151Ba,8.093726068836543e-11
2217,124Ag,6.144581545194416e-11
2670,261Sg,5.657321801842895e-11
1130,69Fe,5.197156664473402e-11
2345,59Zn,5.1507621887630786e-11
482,87Rb,4.0043239547852926e-11
550,281Cn,2.8415908536396406e-11
2835,33Ar,2.6500934976908793e-11
2289,176Lu,1.7178488939765256e-11
2229,138La,1.4313232041580607e-11
2434,160Pr,1.3484126070930113e-11
1319,133In,1.2757179896656741e-11
2173,215Ac,1.0278858801899161e-11
592,288Mc,7.339878681204195e-12
2777,77Ni,6.619564293032761e-12
708,61Ga,5.382509756068475e-12
2629,279Rg,4.718678081790671e-12
2783,216Po,3.763026346269565e-12
2784,172Gd,3.4173175137779565e-12
250,125Ag,3.066174581307722e-12
1379,154La,1.5125437781792779e-12
2241,117Ru,1.268489352941813e-12
1031,93Br,1.2130424381055128e-12
1789,190Pt,9.177889420849964e-13
1063,48Mn,9.136407839188702e-13
611,138Sn,4.900066591879939e-13
733,142Te,3.969233566723476e-13
1726,50Fe,2.3556008811676675e-13
1473,129Cd,2.117816153948502e-13
2014,187Re,1.7980086981775042e-13
2152,113Tc,1.7105411580643421e-13
1209,40P,1.5815311360785378e-13
772,107Zr,1.2902035389736328e-13
2228,148Cs,1.2413396354255328e-13
760,63Ge,9.916541849958261e-14
2644,146Tm,6.374181518305543e-14
911,146Xe,2.5112209421364887e-14
199,24Si,1.0534089938487268e-14
2488,134In,9.819558350881213e-15
183,37Si,9.67805133287772e-15
2144,213Th,3.0890583629097364e-15
1133,20N,2.9824621251211524e-15
424,152Ba,2.3407919263944603e-15
1970,271Ds,1.213965740405487e-15
2945,174Au,6.934749058272854e-16
1827,93Se,6.532576864355036e-16
1454,159Pr,6.159543920661897e-16
3126,282Nh,3.033048340614134e-16
1380,283Nh,3.0223308553116107e-16
637,130Cd,1.7182805072600472e-16
2146,63Cr,1.4699598948824444e-16
580,67Se,9.922893254132542e-17
1255,112Mo,8.245602432445503e-17
155,120Rh,7.15484446331729e-17
1077,65As,7.091399929579624e-17
1270,78Ni,6.298915332432097e-17
3191,9C,5.336154393177503e-17
218,60V,3.1685977506053546e-17
2917,143Te,1.5406315192009772e-17
1336,8He,1.2823983007701196e-17
3180,139Sn,9.947113518417522e-18
1062,28S,8.993553574551784e-18
2630,286Fl,7.143912482216655e-18
510,180W,3.5836472165294896e-18
2906,209Bi,2.351732011196788e-18
1900,114Tc,1.799598057966286e-18
2232,21Mg,1.2392687851715085e-18
729,98Rb,7.769057395136259e-19
2060,151Eu,6.606892954395826e-19
2003,95Kr,6.499722667455286e-19
2325,101Sr,5.455498465187654e-19
636,48Ca,1.3015875921538027e-19
887,62Ga,1.2604499352900732e-19
3127,149Cs,7.958592274635243e-20
518,177Hg,6.858204527812063e-20
720,150Nd,6.485226557279522e-20
2298,116Cd,6.310843228125174e-20
2810,96Zr,6.102831245057036e-20
1632,80Cu,5.553588284458966e-20
2861,153Ba,5.08694084146142e-20
2616,157Hf,4.2111569066741704e-20
2908,100Mo,3.406155900018515e-20
1296,54Ni,2.5569523134345704e-20
1864,82Se,2.4159873621843756e-20
2805,52Co,1.470642725072034e-20
126,52K,1.3583741089683994e-20
389,44V,1.1825892715570241e-20
1240,123Pd,7.3187691369489e-21
2178,17Ne,5.557481734955738e-21
470,109Nb,3.8045708743848146e-21
536,87Ge,1.6565272874072991e-21
2297,76Ge,1.3866764139134885e-21
1746,50Ar,1.1264571201342576e-21
647,130Te,1.0858968430031616e-21
2952,141Sb,9.459020340526265e-22
3108,41P,7.678050678327603e-22
455,47Cl,4.099539715438106e-22
1107,136Xe,3.780600765878705e-22
2522,260No,3.2872700846070788e-22
2472,162Re,3.2276450789645907e-22
1934,135In,3.0382961926064267e-22
2855,83Zn,1.6813875087644493e-22
2834,155La,9.530636376893196e-23
2816,156Ta,9.181473080355409e-23
1220,216Pa,7.182283975939213e-23
2240,44S,5.278697123343118e-23
2893,91As,3.7295686083474735e-23
1431,158Ce,3.615960995779301e-23
2566,131Cd,2.8554232498632195e-23
1368,84Ga,1.9112257712147187e-23
3110,36Ca,1.533614452615964e-23
2879,284Cn,1.2097454682972841e-23
1080,118Ru,7.453140739886413e-24
2461,280Hs,6.147061225743758e-24
380,276Hs,5.438049463557005e-24
2804,282Mt,5.2950627463472785e-24
867,23O,4.663634671633969e-24
2726,32Ar,2.3263575967180358e-24
2112,132Eu,2.27418361367101e-24
2748,269Mt,2.2319125427849316e-24
938,71Kr,1.843999026072759e-24
1046,144I,1.5408385994868493e-24
996,105Y,1.5369627534973868e-24
3181,228Am,1.316632618441111e-24
1805,128Te,1.2742678717030894e-24
2260,55Sc,1.2396795037610102e-24
2280,62Mn,1.0985541363304325e-24
1836,281Nh,1.0682997758169871e-24
421,172Pt,9.756740473883475e-25
1217,59V,9.335456525094082e-25
394,144Te,7.16933468757029e-25
748,85Ga,6.294608413782752e-25
1823,57Ti,5.695375643298277e-25
1926,66As,4.44689744772324e-25
1244,33Mg,3.7917613965094745e-25
1717,208Ac,3.4879783328331214e-25
3114,65Mn,2.850178892722964e-25
2100,146I,1.7936541691973084e-25
2287,147Xe,1.2161361055872255e-25
2170,18C,8.744070309218773e-26
1918,92Se,6.915347829815138e-26
7,209Ac,3.661737904660838e-26
1501,22Al,3.4322636728013466e-26
1948,127Ag,2.1679940559678328e-26
462,110Xe,1.591133618114732e-26
2991,145I,1.5212899057805666e-26
2742,36Al,1.241564499212703e-26
1462,54Ca,1.1068432102797005e-26
2049,20Mg,1.0554127004348935e-26
540,161Pr,7.1257259142552e-27
1101,64Mn,2.5119208320525468e-27
2539,160W,1.884903978593543e-27
1356,47Mn,1.1399726617063278e-27
1351,124Pd,8.580437485534305e-28
1347,136In,4.490812539381103e-28
3055,132Cd,2.795346615875527e-28
1420,21N,2.3891756679435587e-28
2247,156La,1.3535483941752293e-28
759,214Th,1.0241110835484437e-28
666,58Zn,7.568062515124511e-29
1586,32Mg,7.289291069913549e-29
679,148Xe,6.932213819458864e-29
2156,75Sr,5.543308457320402e-29
110,95Br,5.665253075354554e-30
1477,142Sb,5.2359723769379594e-30
1390,150Cs,2.5443981000224094e-30
287,262Bh,2.517179582805481e-30
1425,62Ge,2.4158449776699722e-30
302,41Ti,1.9885295024926577e-30
1582,96Kr,1.7378433388232505e-30
990,71Co,1.623713814604792e-30
810,25F,1.3372878841921223e-30
871,56Cu,9.32485418288783e-31
2678,113Mo,5.862045673898363e-31
1135,163Nd,4.021736024885346e-31
2354,115Tc,2.7416945852824375e-31
2026,43V,2.442192980315492e-31
1589,94Cd,1.1896842853050297e-31
2517,108Zr,1.1807768351406346e-31
3122,24O,1.0471846610136084e-31
1600,70Br,8.670190947239959e-32
1439,205Ac,5.455137698471844e-32
335,264Sg,1.412332781824536e-32
1384,151Lu,1.2895045924531334e-32
2307,106Y,1.085968702256175e-32
436,145Te,5.066254299643821e-33
209,81Cu,2.300231073485805e-33
2201,121Rh,2.2346599847903988e-33
1665,110Nb,1.6504463434847394e-33
1159,60Ga,4.6217933117540413e-35
1615,95Se,2.7836023196579567e-35
3061,90As,2.309108075995299e-35
1378,119Ru,2.0449679261947813e-35
3143,137In,1.386068231634856e-35
2914,26Na,1.2034164511392757e-35
804,94Br,9.185234484090745e-36
1205,165Os,3.892127393548371e-36
1486,45S,3.220432336659064e-36
246,102Sr,7.4252492612072255e-37
1208,293Lv,5.5114963362919516e-37
818,64As,4.063163991377169e-37
417,51Co,3.818656289111142e-37
802,294Ts,3.661833166742725e-37
958,155Lu,5.827720518855826e-38
1213,134Cd,1.3857707024429347e-38
2092,66Mn,3.620084600744256e-39
2311,38Si,2.013759662328268e-39
210,74Rb,5.384776047465053e-40
2718,49Fe,3.56657548076123e-40
1510,198Rn,1.0766878569027841e-40
1684,97Kr,1.0194224547826158e-40
3164,77Y,2.5885630660695863e-41
951,147I,1.9420125181220005e-41
1549,88Ge,1.1063925758607649e-41
1937,201Fr,7.007460085850877e-42
2124,133Cd,4.692519947223186e-42
2528,70Fe,3.2516847043015154e-42
3178,225U,3.0525283084607744e-42
1784,89Ge,2.7664906250718935e-42
1939,128Ag,1.9632758296779657e-42
1081,45Cr,5.156517125574004e-43
1069,125Pd,3.933208922497769e-43
64,151Cs,2.351218424904374e-43
1544,273Hs,6.257926397116233e-44
1193,188Bi,4.544163778170013e-44
853,204Ra,2.0938793879803005e-44
1491,209Th,2.0437865796554132e-44
1731,287Mc,1.488332387275196e-44
1614,114Mo,4.280624037895114e-45
2386,116Tc,1.7984408716399802e-45
1409,109Zr,1.9532498452172585e-46
2690,55Cu,3.484453915831577e-47
2707,79Zr,1.510871526580704e-47
207,58Ti,8.618473871632568e-48
2833,84Zn,4.468733513580284e-48
740,53Ni,3.7998335406112537e-48
2450,86Tc,2.977428863346788e-48
1231,99Rb,1.948127259676143e-48
474,267Hs,1.4385330463360883e-48
2334,111Nb,7.799603553002251e-49
947,182Pb,7.034584677138014e-49
180,34Al,5.738631097431967e-49
1358,78Y,3.2407472664692083e-49
1619,66Se,1.914987021095441e-49
2987,197Rn,1.2831385115969456e-49
537,103Sr,1.2333743648166054e-49
2931,255Db,4.956436995776436e-50
2087,154Ba,4.386839146597946e-50
1359,126Ag,1.8189070108374382e-50
1513,72Co,8.64191539807721e-51
2337,40Ti,6.464505217213879e-51
