,Beta-decay energy (keV),Half life (years),Isotope,Beta-decay fraction,Average beta decay energy,Half life (seconds)
2753,-1260.0,2.645,252Cf,0.0,5.69,83469852.0
2754,-6982.1777,4.8863031409232635e-06,139Sm,0.0,5.69,154.2
2755,-9007.2534,2.1864780591679974e-07,183Tl,0.0,5.69,6.8999999999999995
2757,1705.0525,5.8559586280325496e-05,199Pt,1.0,86.0,1847.9999999999998
2758,3673.178,4.230359723172865e-05,83Se,1.0,170.1,1335.0
2760,2781.4807,1.5267320708799146e-05,157Sm,1.0,5.69,481.7999999999999
2761,-7259.0,6.30592947499176e-07,167W,0.0,5.69,19.899999999999995
2762,1036.8,0.02035044490075291,111Ag,1.0,5.69,642211.2
2763,353.491,0.025713894592744695,169Er,1.0,98.1,811468.7999999999
2767,-3973.9269,6.527746089689964e-07,184Au,0.0,5.69,20.6
2768,-1768.0,1.3625877760032448e-07,280Rg,0.0,5.69,4.3
2769,7850.3002,9.91837148579106e-08,43Cl,1.0,5.69,3.1299999999999994
2770,-8694.035,0.0019997718457677393,55Co,0.0,94.53,63108.00000000001
2772,-12541.0,6.05242477247953e-07,86Mo,0.0,5.69,19.1
2773,12380.0,1.235835424747129e-09,105Sr,1.0,5.69,0.039
2774,11508.2568,1.3087180267193955e-08,45Cl,1.0,5.69,0.413
2775,5940.5911,3.6758181864273574e-08,65Co,1.0,5.69,1.1599999999999997
2776,3192.059,0.0026637006616472736,96Nb,1.0,59.0,84060.0
2777,-2956.3173,4.829264582858011e-05,74Br,0.0,589.0,1523.9999999999998
2778,13870.0,4.753213172104343e-10,113Zr,0.0,5.69,0.015
2779,10501.5182,8.936040763556164e-09,118Rh,1.0,5.69,0.282
2780,-8272.0,9.506426344208684e-08,161Ta,0.0,5.69,2.9999999999999996
2781,7622.0,3.92932288893959e-08,166Eu,1.0,5.69,1.24
2782,7830.0,2.7885517276345475e-09,124Pd,1.0,5.69,0.088
2783,-7770.0,8.238902831647527e-08,130Pm,0.0,5.69,2.6
2784,3185.0,2.946992166704692e-06,197Os,1.0,5.69,92.99999999999999
2785,*,4.753213172104343e-10,198Fr,0.0,5.69,0.015
2786,-6246.5319,2.439982761680229e-06,161Lu,0.0,5.69,76.99999999999999
2787,-7104.9299,8.74591223667199e-06,75Kr,0.0,5.69,276.0
2788,2018.6123,1.0076811924861206e-05,158Sm,1.0,5.69,318.0
2789,2368.0076,1.1787968666818768e-05,167Dy,1.0,5.69,371.99999999999994
2790,599.3527,32.9,42Ar,1.0,5.69,1038245040.0
2791,12939.0,2.5350470251223157e-09,142Sb,1.0,5.69,0.07999999999999999
2792,1949.1237,0.0002978553502167465,92Sr,1.0,159.0,9399.6
2793,*,8.71422414885796e-09,157W,0.0,5.69,0.27499999999999997
2794,15980.0,3.802570537683474e-10,116Nb,0.0,5.69,0.012
2795,-5754.6363,0.003,154Dy,0.0,5.69,94672.8
2796,4162.3582,7.2591071564377515e-06,137Xe,1.0,5.69,229.07999999999998
2797,-1408.3152,0.00994277891854894,224Ra,0.0,5448.6,313770.24
2798,7623.5438,2.2181661469820265e-08,109Mo,1.0,5.69,0.7
2799,4280.0,3.168808781402895e-07,225Po,0.0,5.69,10.0
2800,*,2.2815423226100843e-12,108Xe,0.0,5.69,7.2e-05
2801,13379.3679,3.0198747686769587e-09,85Ga,1.0,5.69,0.0953
2802,-883.5812,2.1484523537911628e-05,158Ho,0.0,5.69,678.0
2803,-7626.1952,3.358937308287068e-07,163Ta,0.0,5.69,10.599999999999998
2804,-6440.0,1.8917788424975282e-08,142Tb,0.0,5.69,0.597
2806,-3650.5075,0.002896417978553502,252Fm,0.0,6759.0,91404.0
2807,7746.0,5.957360509037442e-09,68Fe,1.0,5.69,0.18799999999999997
2808,24923.0,3.168808781402895e-11,37Na,0.0,5.69,0.001
2809,-6513.3275,0.00027150353639060005,152Dy,0.0,5.69,8568.0
2810,1526.0,0.0025096965548710927,266Lr,0.0,5.69,79200.0
2811,12480.0,7.605141075366948e-10,111Zr,1.0,5.69,0.024
2812,-6743.7167,0.0066529774127310065,128Ba,0.0,3.55,209952.0
2813,6399.0,6.33761756280579e-08,217Tl,0.0,5.69,1.9999999999999998
2814,-1313.7716,0.004243668720054757,229Pa,0.0,5.69,133920.0
2815,-13631.0,3.168808781402895e-08,126Nd,0.0,5.69,0.9999999999999999
2816,1327.9489,8.02342383451213e-05,227Ra,1.0,130.0,2532.0
2817,-1558.2272,3.0040307247699444e-05,116Sb,0.0,477.0,948.0
2818,*,3.168808781402895e-11,279Nh,0.0,5.69,0.001
2819,-6.1461,0.010462696783025324,222Rn,0.0,4987.0,330177.6
2820,-5924.0,4.879965523360458e-08,246Fm,0.0,5.69,1.5399999999999998
2821,-4581.6095,0.0008156513803331052,73Se,0.0,284.0,25740.0
2822,3901.0,1.996349532283824e-05,186Ta,1.0,590.0,630.0
2823,5379.4422,1.9614926356883918e-07,150Pr,1.0,5.69,6.1899999999999995
2825,1295.1669,0.0009399954369153548,173Tm,1.0,272.4,29664.0
2826,-9194.7656,4.4680203817780814e-07,87Mo,0.0,5.69,14.099999999999998
2828,-6090.0,1.5844043907014474e-07,138Eu,0.0,5.69,5.0
2829,-9820.7014,2.249854234796055e-06,190Pb,0.0,5.69,70.99999999999999
2830,702.6122,0.0009301848049281314,180Ta,0.15,185.8,29354.4
2831,-3741.0,2.2181661469820262e-07,248Md,0.0,5.69,6.999999999999999
2834,1992.177,0.01241889117043121,47Ca,1.0,31.2,391910.39999999997
2835,8692.8893,5.862296245595356e-08,83Ge,1.0,5.69,1.8499999999999999
2836,-3859.6633,3.2321849570309526e-07,144Eu,0.0,5.69,10.2
2837,10708.7611,4.087763328009734e-09,63Cr,1.0,5.69,0.12899999999999998
2838,-8177.0,4.277891854893908e-07,133Pm,0.0,5.69,13.5
2839,3920.0,1.9012852688417368e-08,190Hf,0.0,5.69,0.6
2840,123.6,0.8958247775496235,249Bk,1.0,32.4,28270080.0
2841,-484.0,1.9012852688417367e-07,278Mt,0.0,5.69,5.999999999999999
2842,3682.0153,3.485689659543184e-07,111Rh,1.0,5.69,10.999999999999998
2843,-3007.9406,0.0006046087154916724,251Fm,0.0,5.69,19080.0
2844,7327.7007,5.345780414226684e-08,142Cs,1.0,5.69,1.687
2846,-4191.0,1.6160924785154762e-08,227Np,0.0,5.69,0.5099999999999999
2847,9224.4929,6.407331355996652e-08,85As,1.0,5.69,2.022
2848,-2591.8068,0.0009285877253023044,157Dy,0.0,5.0,29304.0
2850,-10288.1273,1.2421730423099348e-08,194Po,0.0,5.69,0.392
2851,2228.3252,0.002207392197125257,194Ir,1.0,69.7,69660.00000000001
2852,7292.6673,4.1194514158237636e-08,55Ti,1.0,5.69,1.3
2854,9110.0,2.9469921667046923e-09,144Te,1.0,5.69,0.093
2856,-5831.7688,3.01036834233275e-07,184Tl,0.0,5.69,9.499999999999998
2857,*,3.644130098613329e-10,192At,0.0,5.69,0.011499999999999998
2858,9180.0,1.2675235125611579e-09,150Xe,0.0,5.69,0.039999999999999994
2859,-3566.0,7.922021953507237e-10,280Ds,0.0,5.69,0.024999999999999998
2860,9613.3678,1.2485106598727406e-08,67Fe,1.0,5.69,0.39399999999999996
2861,-4728.0,3.802570537683474e-06,237Bk,0.0,5.69,120.0
2862,6050.0,6.33761756280579e-08,216Hg,0.0,5.69,1.9999999999999998
2863,-3233.0,3.97368621187923e-05,233Pu,0.0,5.69,1253.9999999999998
2865,-10050.1358,6.084112860293558e-07,166W,0.0,5.69,19.2
2866,9013.3301,2.1864780591679975e-09,102Sr,1.0,5.69,0.06899999999999999
2867,-9880.0,7.605141075366947e-08,145Ho,0.0,5.69,2.4
2868,13168.0,8.555783709787816e-10,130Pd,0.0,5.69,0.026999999999999996
2869,4128.0,1.9012852688417367e-07,199Os,1.0,5.69,5.999999999999999
2870,-5909.0234,5.703855806525211e-06,177Os,0.0,5.69,180.0
2871,*,3.168808781402895e-12,226Am,0.0,5.69,0.0001
2872,2016.4615,0.0006125941136208077,113Ag,1.0,5.69,19332.0
2874,-10006.9381,1.3467437320962303e-06,67As,0.0,5.69,42.5
2875,4565.5836,1.0209901893680127e-05,43Ar,1.0,5.69,322.2
2876,16310.0,1.109083073491013e-09,104Rb,0.0,5.69,0.034999999999999996
2877,-6669.0,2.7251755520064896e-07,122La,0.0,5.69,8.6
2878,4987.4088,7.54176489973889e-07,213Tl,1.0,5.69,23.8
2879,7215.0114,6.717874616574137e-09,94Kr,1.0,5.69,0.21199999999999997
2880,5860.0,1.3308996881892159e-08,170Gd,1.0,5.69,0.42
2881,-3206.0616,0.0003627652292950034,191Au,0.0,5.69,11448.0
2882,3695.4973,0.00029419347478895733,56Mn,1.0,73.6,9284.039999999999
2883,-1364.0,1.901285268841737e-06,264No,0.0,5.69,60.0
2884,12510.0,2.059725707911882e-09,134Cd,1.0,5.69,0.065
2885,18180.0,6.337617562805789e-10,41Si,1.0,5.69,0.019999999999999997
2886,*,5.3869749283849206e-08,256Db,0.0,5.69,1.6999999999999997
2887,-457.0,0.0011407711613050423,265Lr,0.0,5.69,36000.0
2888,8205.7585,4.848277435546429e-08,126In,1.0,5.69,1.5299999999999998
2889,1091.63,0.7548254620123203,254Es,1.74e-06,6357.0,23820479.999999996
2890,-5000.0,1.9139605039673483e-06,120Cs,0.0,5.69,60.39999999999999
2891,4231.7331,7.858645777879179e-07,145La,1.0,5.69,24.799999999999997
2892,-2034.4045,2.2359114761578825e-05,154Ho,0.0,5.69,705.5999999999999
2893,11046.0,1.055213324207164e-08,138Sb,1.0,5.69,0.333
2894,-3785.0,1.5210282150733897e-14,222Np,0.0,5.69,4.800000000000001e-07
2895,1491.5071,0.00029880599285116735,31Si,1.0,68.7,9429.599999999999
2896,-6.9302,7350.0,243Am,0.0,5181.0,231948360000.0
2897,-10850.0,7.605141075366947e-08,129Pm,0.0,5.69,2.4
2898,-2404.0737,0.00010000760514107536,70As,0.0,228.0,3155.9999999999995
2899,-17158.0,2.6822698811062943e-08,34Ar,0.0,5.69,0.8464599999999999
2900,4628.4637,2.249854234796055e-07,101Nb,1.0,5.69,7.099999999999999
2901,-3299.0,5.386974928384921e-09,279Rg,0.0,5.69,0.16999999999999998
2902,10846.0,1.5844043907014474e-09,94Se,0.0,5.69,0.049999999999999996
2903,-7953.7897,2.188379344436839e-05,200Po,0.0,5.69,690.5999999999999
2904,-3711.0725,0.001380333105179101,171Hf,0.0,5.69,43560.0
2905,-296.402,0.0025096965548710927,228Pa,0.0,5711.0,79200.0
2906,13698.0,2.218166146982026e-09,94Br,1.0,5.69,0.06999999999999999
2907,11247.0,1.4418079955383172e-09,115Mo,1.0,5.69,0.0455
2908,90.8123,0.00161,93Zr,1.0,19.1,50807.736000000004
2909,1488.8543,4.848277435546429e-08,217Po,0.025,5.69,1.5299999999999998
2910,1881.9024,0.007255304585900069,172Tm,1.0,48.4,228960.0
2911,-3535.817,6.71153699901133e-07,122Cs,0.0,5.69,21.179999999999996
2912,-3404.808,0.001830937713894593,119Te,0.0,5.69,57780.00000000001
2913,13390.0,2.218166146982026e-09,95Se,0.0,5.69,0.06999999999999999
2915,-6405.809,7.129819758156513e-08,166Re,0.0,5.69,2.2499999999999996
2916,20314.0,5.862296245595356e-10,44P,1.0,5.69,0.0185
2917,10354.092,2.915304078890663e-09,62Mn,1.0,5.69,0.09199999999999998
2918,-7845.7518,1.4259639516313025e-06,137Sm,0.0,5.69,44.99999999999999
2919,*,2.1864780591679975e-10,216U,0.0,5.69,0.0069
2920,-4112.0,0.0010038786219484371,234Pu,0.0,5.69,31680.0
2921,22099.0584,4.404644206150024e-10,23N,1.0,5.69,0.013900000000000001
2922,2810.3405,4.563084645220168e-06,71Zn,1.0,44.0,143.99999999999997
2923,6570.0,1.2358354247471289e-08,175Dy,0.0,5.69,0.38999999999999996
2924,256.4334,5.888280477602859e-06,218Po,0.0002,6002.35,185.82
2925,-4624.4922,8.080462392577382e-06,92Tc,0.0,613.0,254.99999999999997
2927,-8392.248,0.0004738763404061145,110Sn,0.0,2.84,14954.4
2928,293.6478,2.8519279032626055e-05,162Ho,0.0,2.18,900.0
2929,9281.873,1.3625877760032447e-08,89Se,1.0,5.69,0.42999999999999994
2930,-12848.0,9.60149060765077e-08,152Yb,0.0,5.69,3.0299999999999994
2931,20010.0,3.1688087814028947e-10,54K,1.0,5.69,0.009999999999999998
2932,-6990.4614,4.6296296296296294e-05,208Rn,0.0,5.69,1461.0
2933,-7785.7166,0.00010970416001216822,104Cd,0.0,2.61,3462.0
2934,402.5306,0.003083504449007529,121Sn,1.0,121.5,97308.0
2935,-3593.5462,7.605141075366948e-06,229Np,0.0,5.69,240.0
2936,2251.4656,0.00011512282302836717,212Bi,0.6406000000000001,5605.8,3632.9999999999995
2937,10469.4858,5.63731082211575e-09,124Ag,1.0,5.69,0.1779
2938,1651.8861,4.019317058331432e-05,70Ga,0.9959,137.8,1268.3999999999999
2939,-570.0,0.0002851927903262606,267Rf,0.0,5.69,9000.0
2940,10408.7856,1.1407711613050421e-08,102Y,1.0,5.69,0.36
2943,7241.0,3.168808781402895e-08,176Ho,0.0,5.69,0.9999999999999999
2944,7100.0,9.506426344208684e-09,203Os,0.0,5.69,0.3
2945,566.6347,0.0040315993611681495,105Rh,1.0,33.0,127227.59999999999
2946,11828.5569,8.555783709787816e-09,31Mg,1.0,5.69,0.26999999999999996
2947,-3076.1685,0.0004462696783025325,133La,0.0,5.69,14083.199999999999
2948,355.7386,0.04057494866529774,225Ra,1.0,93.0,1280448.0
2949,-2261.0,6.0207366846655e-06,268Bh,0.0,5.69,189.99999999999997
2950,8788.9322,4.018049534818871e-09,130Cd,1.0,5.69,0.1268
2951,96.6,6.0,194Os,1.0,3.6,189345600.0
2952,5176.6042,5.989048596851471e-06,89Kr,1.0,5.69,188.99999999999997
2953,-5023.1337,2.7885517276345473e-06,86Nb,0.0,5.69,87.99999999999999
2954,-3500.9828,3.802570537683474e-06,168Ta,0.0,5.69,120.0
2955,-2442.2558,4.810251730169595e-05,235Pu,0.0,10.1,1518.0
2956,3717.0,1.0140188100489263e-06,205Au,1.0,5.69,31.999999999999996
2957,-1712.274,1.0457068978629552e-05,168Lu,0.0,5.69,329.99999999999994
2958,-4263.0,9.823307222348974e-07,247Fm,0.0,5.69,31.0
2959,10660.0,1.869597181027708e-09,151Cs,1.0,5.69,0.059
2960,-6742.2563,1.4546733591908129e-05,38K,0.0,398.1,459.05999999999995
2961,-15120.0,1.7745329175856211e-09,79Zr,0.0,5.69,0.056
2962,-2258.2731,87.7,238Pu,0.0,5357.48,2767601520.0
2963,27201.0,3.168808781402895e-11,39Na,0.0,5.69,0.001
2964,-10616.2241,7.953710041321267e-07,188Pb,0.0,5.69,25.1
2965,9351.96,7.573452987552919e-09,103Y,1.0,5.69,0.239
2966,-837.0348,0.007323750855578372,182Re,0.0,5.95,231120.00000000003
2967,-3320.4029,1.8252338580880672e-05,192Tl,0.0,5.69,575.9999999999999
2968,-3639.5114,0.0039972621492128674,79Kr,0.0,95.0,126143.99999999999
2969,-8321.0,3.8025705376834735e-08,124Pr,0.0,5.69,1.2
2970,-8535.0,2.2181661469820265e-08,148Tm,0.0,5.69,0.7
2971,*,2.4399827616802287e-29,15Ne,0.0,5.69,7.699999999999998e-22
2972,1353.1467,0.04865160848733744,74As,0.34,147.6,1535328.0
2973,-10779.0,4.4363322939640523e-08,115Cs,0.0,5.69,1.3999999999999997
2975,-7779.3555,1.2358354247471289e-06,189Pb,0.0,5.69,38.99999999999999
2976,-8535.5511,3.517377747357213e-06,164Hf,0.0,5.69,110.99999999999999
2977,-1892.5741,2.01e+19,209Bi,0.0,5.69,6.3430776e+26
2979,-2601.0,1.267523512561158e-08,272Mt,0.0,5.69,0.39999999999999997
2981,14320.0,2.218166146982026e-09,137In,1.0,5.69,0.06999999999999999
2982,-4921.8386,2.4146322914290057e-05,127Ba,0.0,5.69,761.9999999999999
2983,1532.2128,7.989200699672978e-06,206Tl,1.0,104.6,252.11999999999998
2984,-2213.8573,2.8519279032626054e-15,215Fr,0.0,5.69,9e-08
2985,-13456.0,5.662661292366973e-09,59Zn,0.0,5.69,0.1787
2986,4970.2419,1.0362004715187467e-06,53Ti,1.0,5.69,32.7
2987,*,1.7428448297715922e-09,182Pb,0.0,5.69,0.055
2988,7640.0,8.080462392577381e-09,163Pm,1.0,5.69,0.25499999999999995
2991,2500.0,3.4223134839151265e-06,252Bk,0.0,5.69,108.0
2992,*,4.2145156792658504e-10,59Ge,0.0,5.69,0.0133
2993,-5674.4989,8.080462392577382e-06,185Au,0.0,5.69,254.99999999999997
2994,4739.0,3.168808781402895e-08,174Dy,0.0,5.69,0.9999999999999999
2995,-1085.0,3.168808781402895e-08,279Hs,0.0,5.69,0.9999999999999999
2996,3763.755,7.0537683474028435e-06,220At,0.92,5.69,222.59999999999997
2997,6489.9492,6.115800948107587e-09,122Pd,1.0,5.69,0.193
2998,*,4.436332293964052e-11,187Po,0.0,5.69,0.0013999999999999998
2999,-6261.2558,0.0002737850787132101,210Rn,0.0,5.69,8640.0
3000,-6966.6444,4.933835272644307e-05,168Hf,0.0,5.69,1557.0
3001,2183.3883,4.943341698988516e-06,186Hf,1.0,5.69,156.0
3002,12415.0,2.978680254518721e-09,146I,1.0,5.69,0.09399999999999999
3003,-6090.0,3.168808781402895e-12,225Pu,0.0,5.69,0.0001
3004,14031.6303,1.0488757066443581e-09,28Na,1.0,5.69,0.0331
3005,-2175.7005,2.8519279032626055e-10,219Ra,0.0,5.69,0.009
3006,4716.838,6.369305650619818e-08,102Zr,1.0,5.69,2.01
3007,9095.2839,2.170634015260983e-08,116Rh,1.0,5.69,0.6849999999999999
3008,*,1.5844043907014474e-08,126Pm,0.0,5.69,0.49999999999999994
3009,-1656.6918,0.04373305954825462,48V,0.0,290.3,1380110.4
3010,7178.373,2.2466854260146524e-08,61Mn,1.0,5.69,0.709
3011,8261.5231,1.3806499860572412e-07,89Br,1.0,5.69,4.356999999999999
3012,-7205.1069,1.5527163028874184e-06,135Pm,0.0,5.69,48.99999999999999
3013,-2827.6624,0.0008464522016883413,199Tl,0.0,7.6,26712.0
3014,19510.0,6.33761756280579e-11,62Sc,0.0,5.69,0.002
3015,4814.772,2.439982761680229e-07,163Eu,1.0,5.69,7.7
3016,-1051.0675,1.746013638552995e-10,214Fr,0.0,5.69,0.005509999999999999
3017,-6872.5591,0.0004438740588637919,43Sc,0.0,344.5,14007.599999999999
3018,5119.9455,5.586609881613303e-07,136Te,1.0,5.69,17.63
3019,7585.2453,2.9469921667046923e-08,134Sn,1.0,5.69,0.9299999999999999
3020,8561.0867,5.957360509037442e-09,145Xe,1.0,5.69,0.18799999999999997
3021,-4848.968,7.85864577787918e-12,217Th,0.0,5.69,0.000248
3022,2285.3395,1.9583238269069892e-05,219Po,0.718,5.69,618.0
3023,4440.1115,9.791619134534943e-07,68Cu,1.0,5.69,30.89999999999999
3024,*,6.33761756280579e-09,138Dy,0.0,5.69,0.19999999999999998
3025,10270.4677,2.5477222602479276e-09,32Mg,1.0,5.69,0.0804
3027,-1591.3282,0.0011818389231120236,165Er,0.0,5.33,37295.99999999999
3028,-6634.0,9.886683397977033e-11,244Fm,0.0,5.69,0.00312
3029,-8413.4492,1.6477805663295054e-07,159Hf,0.0,5.69,5.2
3030,-2710.9347,7.044261921058634e-05,179W,0.0,6.35,2222.9999999999995
3031,-14059.0,2.2181661469820265e-08,150Yb,0.0,5.69,0.7
3032,-9017.3089,6.654498440946079e-06,192Pb,0.0,5.69,209.99999999999997
3033,-6494.6267,5.3869749283849206e-08,160Ta,0.0,5.69,1.6999999999999997
3034,10466.3291,2.4716708494942578e-08,35Si,1.0,5.69,0.7799999999999999
3035,15550.0,6.33761756280579e-11,60Ca,0.0,5.69,0.002
3036,-1326.7201,0.00010647197505513726,156Ho,0.0,5.69,3359.9999999999995
3037,-2667.0,3.3589373082870684e-09,260No,0.0,5.69,0.10599999999999998
3038,6817.8455,1.7643927294851318e-06,87Br,1.0,5.69,55.67999999999999
3041,7725.6802,3.0515628564909874e-06,46K,1.0,5.69,96.29999999999998
3042,1915.0,6.084112860293558e-06,174Er,1.0,5.69,192.0
3043,3108.2375,2.2568256141151415e-05,44Ar,1.0,5.69,712.1999999999999
3044,-462.7305,2.69e+19,116Cd,0.0,5.69,8.4889944e+26
3045,5866.3591,2.0692321342560903e-08,98Sr,1.0,5.69,0.6529999999999999
3046,-14037.0,3.13078307602606e-09,71Kr,0.0,5.69,0.09879999999999999
3047,1312.5048,0.002716062057951175,187W,1.0,21.3,85712.40000000001
3048,-13109.9804,2.72612619464091e-08,39Ca,0.0,5.69,0.8602999999999998
3049,-9119.0,9.189545466068396e-12,170Au,0.0,5.69,0.00029
3050,-2116.0,1.0773949856769843e-06,262Db,0.0,5.69,34.0
3051,4508.0,1.2897051740309784e-07,171Dy,1.0,5.69,4.07
3052,-3504.3127,1.8822724161533195e-05,96Rh,0.0,5.69,594.0
3054,6590.0,2.3766065860521712e-08,169Gd,1.0,5.69,0.75
3055,-7113.6693,1.235835424747129e-07,205Fr,0.0,5.69,3.9
3056,9932.203,2.3449184982381423e-09,121Rh,1.0,5.69,0.074
3057,3864.0868,5.577103455269096e-07,231Fr,1.0,5.69,17.6
3058,*,4.056075240195706e-10,261Bh,0.0,5.69,0.0128
3059,8445.2283,8.872664587928105e-09,60Mn,1.0,5.69,0.27999999999999997
3060,570.2993,0.07385352498288844,233Pa,1.0,41.4,2330640.0000000005
3061,13440.0,9.506426344208685e-10,80Ni,1.0,5.69,0.03
3062,-6369.7952,0.00014411742337820365,164Yb,0.0,5.69,4547.999999999999
3063,-5497.9186,2.1104266484143278e-05,101Ag,0.0,5.69,665.9999999999999
3064,17970.3261,4.309579942707937e-09,20N,1.0,5.69,0.13599999999999998
3066,-10319.0,9.284609729510482e-10,167Ir,0.0,5.69,0.0293
3067,8130.0,2.3766065860521712e-08,178Ho,0.0,5.69,0.75
3068,-3663.3333,2.60476081831318e-06,162Lu,0.0,5.69,82.2
3069,-8913.0,5.070094050244632e-08,165Re,0.0,5.69,1.5999999999999999
3070,18359.0,1.1090830734910132e-10,32Ne,1.0,5.69,0.0035
3071,-4545.3918,3.821583390371891e-06,153Ho,0.0,5.69,120.59999999999998
3072,-6147.4775,0.095854893908282,37Ar,0.0,2.38,3024950.4
3074,18840.0,3.1688087814028947e-10,66V,0.0,5.69,0.009999999999999998
3075,-6986.6464,1.4925089360407634e-07,209Ra,0.0,5.69,4.71
3076,10311.6397,6.0207366846655e-08,80Ga,1.0,5.69,1.8999999999999997
3077,2700.0,4.182827591451822e-06,242Np,1.0,5.69,132.0
3078,8678.843,1.322343904479428e-07,17N,1.0,5.69,4.172999999999999
3079,-23373.2693,1.8537531371206933e-29,11N,0.0,5.69,5.849999999999999e-22
3080,260.091,0.445201916495551,45Ca,1.0,77.2,14049504.0
3081,14375.0,1.5844043907014474e-09,46S,1.0,5.69,0.049999999999999996
3082,8038.4581,5.285573047380028e-08,135Sb,1.0,5.69,1.6679999999999997
3083,-90.3151,2.1800000000000003e+21,136Xe,0.0,5.69,6.879556800000001e+28
3085,4091.652,4.201840444140239e-06,216Bi,1.0,5.69,132.6
3086,*,3.168808781402895e-12,225Am,0.0,5.69,0.0001
3087,1613.52,2.70362765229295e-05,101Tc,1.0,201.0,853.2
3088,-8177.8316,7.091794052779679e-06,154Er,0.0,5.69,223.8
3089,-5880.0352,1.56539153801303e-08,156Lu,0.0,5.69,0.49399999999999994
3090,-5732.4723,71.3,148Gd,0.0,3182.68,2250056880.0
3091,11245.7673,4.8165893477324e-09,93Br,1.0,5.69,0.152
3092,5193.8878,8.682536061043931e-07,156Pm,1.0,5.69,27.399999999999995
3093,-8945.4613,9.823307222348974e-08,171Ir,0.0,5.69,3.0999999999999996
3094,-2148.8006,1.3942758638172738e-11,216Ac,0.0,5.69,0.00043999999999999996
3095,2640.9396,9.734580576469694e-06,66Cu,1.0,266.2,307.2
3096,3977.6759,1.1369685907673587e-05,61Fe,1.0,5.69,358.8
3097,-1062.2093,1.82,179Ta,0.0,6.18,57434832.0
3098,-4308.8981,9.316297817324511e-05,191Hg,0.0,5.69,2940.0
3099,1941.9038,0.00013708266788348922,97Nb,1.0,88.5,4325.999999999999
3100,-13711.13,3.874375744670064e-06,15O,0.0,735.28,122.266
3101,22684.4422,1.6097548609526705e-10,17B,1.0,5.69,0.0050799999999999994
3102,3901.0,6.654498440946078e-07,201Ir,1.0,5.69,20.999999999999996
3103,20868.4411,2.5033589373082868e-29,15Be,0.0,5.69,7.899999999999999e-22
3104,4998.3984,5.804623925773823e-06,208Tl,1.0,152.7,183.17999999999998
3105,-1447.261,0.0037645448323066393,251Es,0.0,6410.0,118800.0
3106,*,1.5844043907014474e-08,124Nd,0.0,5.69,0.49999999999999994
3107,4042.0,9.506426344208685e-07,193W,0.0,5.69,30.0
3108,-11227.0,1.0203564276117322e-10,107Te,0.0,5.69,0.00322
3109,-1222.1,60000.0,137La,0.0,3.67,1893456000000.0
3111,-14920.0,2.471670849494258e-12,106Te,0.0,5.69,7.8e-05
3112,20640.0,2.8519279032626055e-10,38Al,1.0,5.69,0.009
3113,-474.3423,4.563084645220169e-09,216Po,0.0,6778.3,0.144
3114,21750.3873,7.922021953507237e-11,29F,1.0,5.69,0.0024999999999999996
3116,2153.4702,7.072781200091262e-06,130Sn,1.0,5.69,223.2
3117,-5375.133,2.503358937308287e-07,180Au,0.0,5.69,7.8999999999999995
3118,224.0638,2.6234,147Pm,1.0,61.96,82788207.84
3120,7389.301,1.1059142647096103e-08,149Ba,1.0,5.69,0.349
3121,-2677.0,0.00013993459578675183,237Am,0.0,6042.0,4416.0
3122,-2090.0,3.168808781402895e-09,280Hs,0.0,5.69,0.09999999999999999
3123,-5605.2112,1.235835424747129e-05,133Pr,0.0,5.69,390.0
3124,-17202.0,1.413288716505691e-08,23Al,0.0,5.69,0.44599999999999995
3125,-6513.9383,6.654498440946079e-06,129Ce,0.0,5.69,209.99999999999997
3126,6240.0,3.89763480112556e-08,171Tb,1.0,5.69,1.2299999999999998
3127,-1817.7347,0.011498973305954827,231U,0.0,4.535,362880.00000000006
3128,-7746.8246,5.970035744163054e-06,91Tc,0.0,5.69,188.4
3129,7482.0816,2.566735112936345e-06,40Cl,1.0,5.69,81.0
3130,3976.4763,7.116510761274621e-06,52V,1.0,5.69,224.57999999999998
3131,2741.0,3.8025705376834734e-07,176Er,0.0,5.69,11.999999999999998
3132,2361.4366,0.026376454483230664,125Sn,1.0,18.6,832377.6
3133,976.9222,0.00027081907369381705,83Br,1.0,82.0,8546.400000000001
3135,1340.0,0.0004699977184576774,184Hf,1.0,229.0,14832.0
3136,6868.4609,4.658148908662255e-08,155Pr,1.0,5.69,1.4699999999999998
3137,4359.0,6.33761756280579e-07,185Lu,0.0,5.69,20.0
3138,-1812.0,6.844626967830253e-06,236Am,0.0,5.69,216.0
3139,-1756.6021,0.0013575176819530003,239Am,0.0,1.927,42840.0
3140,-2236.0,2.6617993763784317e-08,290Mc,0.0,5.69,0.84
3141,5596.7945,3.4793520419803785e-05,104Tc,1.0,494.0,1098.0
3142,4154.4548,6.65449844094608e-08,54Ti,1.0,5.69,2.1
3143,-5289.3667,6.901665525895505e-06,157Tm,0.0,5.69,217.79999999999998
3145,-1980.247,0.036139630390143736,189Ir,0.0,6.88,1140480.0
3146,-581.2415,1.5844043907014474e-07,222Ac,0.0,5.69,5.0
3148,6170.1238,1.3911070550358708e-08,160Nd,1.0,5.69,0.43899999999999995
3149,1285.7287,0.0002660278348163358,165Dy,1.0,56.6,8395.199999999999
3150,-2729.6315,6.274241387177732e-05,194Tl,0.0,925.0,1980.0
